Province,Type,Cd,Year,Reference
Heilongjiang,Agricultural soils,0.11,2021.0,"Bioconcentrations and health risk assessment of heavy metals in crops in the Naoli River Basin agricultural area, Sanjiang Plain, China"
Heilongjiang,Agricultural soils,0.11,2023.0,Accumulation Pattern and Risk Assessment of Potentially Toxic Elements in Permafrost-Affected Agricultural Soils in Northeast China
Heilongjiang,Agricultural soils,0.1,2023.0,Study on Risk Model of Heavy Metals and Risk Element Pollution in Surface Farmland Soil in Cold Black Soil Region of China – Qianjin Town as an Example
Heilongjiang,Agricultural soils,0.1,,
Heilongjiang,Industrial soils,0.11,2022.0,松嫩平原产油区农田土壤重金属含量及污染风险评价
Heilongjiang,Urban soils,0.13,2024.0,黑龙江省黑土区土壤重金属污染及风险评价
Jilin,Agricultural soils,0.26,2025.0,"Long-Term Trends and Ecological Risks of Heavy Metal Accumulation in Cultivated Land of Songnen Plain, China"
Jilin,Agricultural soils,0.22,2025.0,"Assessment of ecological risks and spatiotemporal monitoring of heavy metal contamination in cultivated soils of the Liaohe River Basin, Jilin Province, China"
Jilin,Agricultural soils,1.01,2023.0,Source and migration patterns of heavy metals and human health risk assessment of heavy metals in soil-corn straw-flue gas system
Jilin,Natural soils,0.79,2023.0,Fractionation and risk assessment of potentially toxic elements in surface soil from northeast China mountains
Jilin,Natural soils,0.81,,
Jilin,Natural soils,1.15,,
Jilin,Agricultural soils,0.13,2025.0,"Ecological and Health Risk Assessment of Potentially Toxic Elements in Soils from Black Soil Region, Northeast China"
Jilin,Urban soils,0.11,2021.0,长春市建成区土壤重金属污染与生态风险评价
Jilin,Industrial soils,0.11,2021.0,燃煤电厂贮灰场土壤重金属污染及健康风险评价
Liaoning,Industrial soils,5.23,2021.0,ldentifying the Source of Heavy Metal Pollution and Apportionment in Agricultural Soils Impacted by Different Smelters in China by the Positive Matrix Factorization Model and the Pb lsotope Ratio Method
Liaoning,Agricultural soils,0.55,2022.0,Heavy Metal Pollution and Health Risk Assessment of Vegetable–Soil Systems of Facilities Irrigated with Wastewater in Northern China
Liaoning,Agricultural soils,0.246,2024.0,"Source apportionment and risk assessment of heavy metals in typical greenhouse vegetable soils in Shenyang, China"
Liaoning,Agricultural soils,0.2,2025.0,"Heavy Metals Research in the Black Soil Region of Liaoning Province, China: Spatial Patterns, Risk Assessment, and Sources Apportionment"
Liaoning,Agricultural soils,0.16,2025.0,"Distribution characteristics and pollution assessment of heavy metals in typical black soil profiles of Haicheng city, Liaoning province, China"
Liaoning,Agricultural soils,0.084,,
Liaoning,Agricultural soils,0.12,,
Liaoning,Agricultural soils,0.047,,
Liaoning,Agricultural soils,0.079,,
Liaoning,Industrial soils,1.31,2021.0,Source Identification and Human Health Risk of Heavy Metals in Soil: a Case Study of Industrial Areas of Northeast China
Liaoning,Industrial soils,1.23,,
Liaoning,Urban soils,0.18,2021.0,辽阳市土壤重金属含量特征及潜在风险评估
Liaoning,Urban soils,0.39,2021.0,辽宁锦州城区土壤环境质量及潜在生态危害评价
Liaoning,Urban soils,0.43,,
Liaoning,Urban soils,0.43,,
Liaoning,Urban soils,0.53,,
Liaoning,Urban soils,0.36,,
Liaoning,Urban soils,0.42,2021.0,葫芦岛东北部土壤重金属分布特征及来源解析
Liaoning,Urban soils,2.17,,
Liaoning,Urban soils,0.36,,
Liaoning,Urban soils,0.38,,
Liaoning,Urban soils,0.7,2022.0,葫芦岛地区土壤镉元素空间含量分布特征及污染评价研究
Liaoning,Urban soils,0.3,2021.0,锦州市土壤重金属污染特征及生态风险评价
Liaoning,Industrial soils,23.54,2021.0,辽宁省某造纸企业重金属污染特征及风险评价研究
Liaoning,Urban soils,0.83,2023.0,辽宁省部分城市土壤重金属污染水平与风险评估
Liaoning,Urban soils,0.17,,
Liaoning,Urban soils,0.29,,
Liaoning,Urban soils,0.14,,
Liaoning,Urban soils,0.24,,
Liaoning,Urban soils,3.41,,
Liaoning,Urban soils,0.24,2024.0,辽阳—丹东地区土壤重金属分布特征与源解析
Gansu,Mining/smelting soils,0.14,2021.0,Profiling multiple heavy metal contamination and bacterial communities surrounding an iron tailing pond in Northwest China
Gansu,Mining/smelting soils,0.16,,
Gansu,Mining/smelting soils,7.3,,
Gansu,Mining/smelting soils,6.0,,
Gansu,Mining/smelting soils,5.74,,
Gansu,Mining/smelting soils,0.1,,
Gansu,Mining/smelting soils,2.22,,
Gansu,Mining/smelting soils,2.47,,
Gansu,Agricultural soils,5.46,2023.0,Ecological and health risk assessment of heavy metals in agricultural soils from northern China
Gansu,Industrial soils,28.74,2022.0,"Lability, bioaccessibility, and ecological and health risks of anthropogenic toxic heavy metals in the arid calcareous soil around a nonferrous metal smelting area"
Gansu,Agricultural soils,9.16,2024.0,"Heavy metal pollution status, children health risk assessment and source apportionment in farmland soils in a typical polluted area, Northwest China"
Gansu,Agricultural soils,31.84,2023.0,"Migration, accumulation, and risk assessment of potentially toxic elements in soil-plant (shrub and herbage) systems at typical polymetallic mines in Northwest China"
Gansu,Agricultural soils,5.61,,
Gansu,Agricultural soils,0.24,2021.0,Quantitative source apportionment of heavy metals in cultivated soil and associated model uncertainty
Gansu,Agricultural soils,0.47,2022.0,"Distribution Characteristics and Ecological Risk Assessment of Heavy Metals in Typical Farmland Soils from Baijiazui Village of Ningyuanbu Town, China"
Gansu,Mining/smelting soils,0.501,2022.0,Source apportionment and health risk assessment of potentially toxic elements in soil from mining areas in northwestern China
Gansu,Urban soils,0.03,2025.0,"Health Risk Assessment of Soil Heavy Metals in the Urban-Rural Area of Lanzhou City, Gansu Province, China"
Gansu,Mining/smelting soils,0.23,2024.0,"Contamination characteristics of heavy metals and enrichment capacity of native plants in soils around typical coal mining areas in Gansu, China"
Gansu,Urban soils,0.19,2024.0,Pollution and source-specific risk analysis of potentially toxic metals in urban soils of an oasis-tourist city in northwest China 
Gansu,Agricultural soils,1.1,2024.0,Analysis of the Spatial Distribution of Heavy Metals in Soil of Sewage-Irrigated Agricultural Fields in Arid Regions and Comprehensive Evaluation Methods
Gansu,Urban soils,0.223,2022.0,"Pollution, sources, and human health risk assessment of heavy metals in urban areas around industrialization and urbanization-Northwest China"
Gansu,Agricultural soils,0.37,2025.0,"Risk Evaluation of Potentially Toxic Metals in Soils and Vegetables Surrounding Lanzhou City in Gansu Province, China"
Gansu,Agricultural soils,0.43,,
Gansu,Agricultural soils,0.25,,
Gansu,Agricultural soils,0.35,,
Gansu,Agricultural soils,0.52,,
Gansu,Agricultural soils,0.34,,
Gansu,Agricultural soils,0.34,,
Gansu,Agricultural soils,0.25,,
Gansu,Mining/smelting soils,269.61249999999995,2021.0,甘肃某冶炼厂区土壤重金属铅、镉污染特征及其对微生物群落结构的影响
Gansu,Agricultural soils,0.25,2022.0,兰州市耕地“五毒”重金属的风险评价与归因分析
Gansu,Agricultural soils,5.87,2022.0,典型重金属污染地区学龄前儿童镉暴露健康风险评价
Gansu,Urban soils,3.54,2023.0,肃北蒙古自治县条湖沟矿区土壤重金属污染特征研究
Gansu,Mining/smelting soils,11.256,2023.0,西北典型工矿型绿洲土壤重金属污染及健康风险评价
Gansu,Natural soils,0.13,2024.0,黄河兰州城区段饮用水源地土壤重金属污染生态与健康概率风险评估
Gansu,Agricultural soils,0.04,2024.0,甘肃省白银市四龙镇—北湾镇耕地区土壤重金属现状及生态风险评价
Gansu,Urban soils,0.12,2024.0,黄河上游白银段煤矿区周边土壤重金属累积特征、污染风险与溯源解析
Gansu,Mining/smelting soils,1.46,2025.0,某铅锌尾矿库周边农田土壤重金属累积特征及特定源风险评估
Qinghai,Industrial soils,0.4,2023.0,Heavy metal pollution and ecological risk under different land use types: based on the similarity of pollution sources and comparing the results of three evaluation models
Qinghai,Industrial soils,0.2,,
Qinghai,Industrial soils,0.3,,
Qinghai,Industrial soils,0.2,,
Qinghai,Industrial soils,0.23,,
Qinghai,Industrial soils,0.19,,
Qinghai,Industrial soils,0.26,,
Qinghai,Industrial soils,0.17,,
Qinghai,Industrial soils,0.49,,
Qinghai,Industrial soils,0.35,,
Qinghai,Natural soils,2.0,2023.0,"Non–Negligible Ecological Risks of Urban Wetlands Caused by Cd and Hg on the Qinghai–Tibet Plateau, China"
Qinghai,Industrial soils,0.17,2023.0,"Characterization of heavy metal content distribution and evaluation of soil pollution in Maqin County, Qinghai Province, China"
Qinghai,Industrial soils,0.38,2022.0,"Potential Sources, Pollution, and Ecological Risk Assessment of Potentially Toxic Elements in Surface Soils on the North-Eastern Margin of the Tibetan Plateau"
Qinghai,Agricultural soils,0.145,2024.0,"Accumulation, Source Apportionment, and Ecological-Health Risks Assessment of Topsoil Heavy Metals in Agricultural and Pastoral Areas in the Eastern Qaidam Basin, China"
Qinghai,Agricultural soils,0.2,2024.0,Investigating the environmental capacity of soil heavy metals and its determinants in agro-pastoral regions of the qinghai-tibetan plateau
Qinghai,Natural soils,0.21,2023.0,"Ecological risk, dynamics in fingerprinting, and source apportionment of heavy metals in soils from plateau in Upper Yellow River, Qinghai Province, China"
Qinghai,Industrial soils,0.37,2022.0,Integrated assessment of the impact of land use types on soil pollution by potentially toxic elements and the associated ecological and human health risk
Qinghai,Natural soils,0.62,2021.0,环青海湖地区表层土壤重金属富集含量及其生态风险评价
Qinghai,Urban soils,0.15,2024.0,青藏公路沿线土壤重金属分布特征与污染风险评估
Qinghai,Mining/smelting soils,0.15,2022.0,高原高寒露天煤矿区土壤重金属污染及潜在生态风险评价
Qinghai,Agricultural soils,0.15,2024.0,青海省典型农业区土壤重金属风险评价及来源
Qinghai,Agricultural soils,0.2,,
